1803,51489
25832,27982
21795,22521
43591,52701
40718,1300
6646,46492
34001,57511
38601,42303
55380,43258
44748,12818
8904,22830
55831,48493
16681,927
57979,56017
55654,16076
13722,41696
29593,4815
2611,40905
9145,28911
3397,18395
234,60976
38873,15887
38401,22999
35312,20214
878,22132
54614,65020
35732,24122
31597,2435
40992,49894
28280,47326
32562,9752
2273,14519
53908,17722
63127,57837
14316,36146
50480,55094
55069,56371
21092,36618
16940,1650
60540,3202
26683,3729
53649,33127
57737,31487
26379,43297
52668,54466
53046,36828
50539,62849
44313,48207
27919,62181
58145,40183
20403,1353
52830,25700
9152,46982
2423,59341
10727,23677
44892,45154
13855,62005
43354,48800
14997,64043
1453,9411
1406,55428
3694,43380
51687,64637
48113,49607
4755,15657
48248,48862
51632,31670
11538,34296
2530,24968
65390,53876
49752,65214
5622,29084
47421,9555
15803,54289
56170,32944
13282,54152
54982,62764
56713,50943
54216,35374
17690,57952
29431,26957
324,1770
33448,62734
34953,10751
51357,38323
64200,12590
42988,64818
59509,43531
57047,18989
6103,45869
26495,45973
45975,12013
6769,59463
21961,15423
51385,9711
9997,2339
27963,37777
40348,60322
63485,10003
4868,62122
19252,39130
25814,44412
54807,63853
37653,17067
61090,13128
62161,56999
38402,8104
10917,1851
48492,8882
5492,21274
50981,25531
38104,10558
54112,3622
50028,2226
12076,13170
16084,36730
52778,29040
1375,9845
17420,49490
45670,16332
63779,60409
33465,38895
60377,37391
11861,30955
57431,17325
14848,45766
25970,9304
18661,52347
9032,22958
16353,24503
57919,64085
49248,11046
6492,21090
56144,27734
26228,1050
36000,48998
31498,4432
63603,45833
64150,11836
56303,45765
52246,63420
46906,7808
5693,19027
58566,9004
46213,10523
52691,37993
29008,2646
23857,17159
53023,23349
37475,45625
5676,43634
63458,18312
46473,7935
49830,12044
42101,13835
32320,49670
15216,34934
35698,51800
12689,57703
65022,59652
56128,9990
58671,63749
6398,9220
2045,14099
20564,41210
5574,46124
23549,11027
11653,55835
15280,11702
2975,36789
58710,36348
49193,43679
31146,1264
20642,56648
8995,50681
22477,56291
32777,43391
34655,55413
60901,53627
51630,25780
46471,21021
49100,45842
41301,13291
2657,33335
13512,45870
29762,16104
41140,18010
60450,200
54813,23347
43678,33956
15755,32673
51702,58780
44212,33370
35000,53022
7454,7972
63345,52551
23814,55660
42641,52839
50693,667
15385,58191
54184,38414
35821,47619
62625,20087
47307,3041
60627,50025
4663,57997
45694,5508
21646,35476
36406,46812
55008,14758
61878,21084
13754,5376
36349,58643
34216,18446
39669,3211
56165,52987
33559,28269
34154,60080
37314,17512
8818,57688
17440,26342
32105,6879
12297,22911
57537,9879
27515,21457
15419,12945
7972,32714
51282,46648
45199,11877
50369,43671
16869,5499
62297,12687
18207,54069
43216,16854
38981,64219
53661,52915
48955,17809
25733,55579
41673,20799
11937,41079
4419,7705
8275,44777
53451,41953
44897,1847
39663,29125
6998,48124
61984,3302
30132,58202
54122,30896
631,35021
31196,56034
36503,63981
26075,30001
42073,14991
40233,61343
28651,24577
13048,17758
50499,8729
65135,3397
4469,6923
29564,31618
20822,39420
41532,63810
7207,701
54939,32241
52951,14893
24762,4096
16886,56732
206,10452
48476,38498
58263,24301
4053,14955
16525,51875
33311,24117
34221,42179
29329,39527
42970,11552
40139,20449
5839,39845
46751,62133
64169,46367
9085,29331
39816,24814
553,15519
2963,5673
61400,17470
40385,13207
10198,57468
12629,17387
31331,39481
34940,2178
14384,31286
30988,36434
7303,18717
54829,1347
26255,42085
6715,53393
21740,18994
36454,52172
44541,1299
31480,36190
46354,3576
44239,10661
8561,61255
50141,19187
21079,17837
37023,38069
64085,21739
40078,53908
61389,62435
33055,50485
18236,46658
11003,41809
39308,40658
43229,42995
37932,55410
55471,48261
5493,48907
42650,29664
1278,49156
45767,48733
24701,34707
63526,27788
8596,1082
29295,325
27387,58193
4256,4966
771,14553
23799,35661
27027,50217
57566,65252
42981,35707
13289,2399
23484,41666
62955,50689
62835,4105
24227,39289
56313,38191
5858,59016
21017,20815
20587,57473
59700,5850
30868,45882
54696,6158
61178,43328
7150,57076
12988,16834
49750,4860
26356,48282
42270,10020
40881,42375
22834,10264
27851,40929
34812,30722
46308,10634
9142,58460
25094,15980
47885,3363
12164,28458
31643,33521
14307,14265
16429,48963
42531,47353
28982,59868
12751,22181
52853,11
11582,47684
12240,4310
56122,4736
23598,10036
16885,19339
42728,1870
40356,15946
45616,42038
6999,52909
36424,42158
25855,8469
13674,6832
22549,42923
53836,38290
43467,64737
15977,13279
15228,17282
5341,46067
2409,9951
43542,26044
21005,11299
14054,15436
20132,65354
51724,28498
25356,16466
52569,31631
28008,36302
32309,3531
2530,24968
64513,53207
32284,44066
3227,15345
12078,6708
28596,15706
13862,43660
16266,52688
57042,15544
6314,50160
46203,56529
28031,31125
42357,53003
54536,57966
47705,41103
20864,57926
46373,53691
29409,25271
37245,34963
1485,43491
36387,8441
20542,17732
62064,57206
1551,64485
52753,34279
26360,55646
14028,14866
55675,37329
5361,51911
49508,11786
1164,47570
59524,4138
42169,49647
11307,45121
26818,52072
3342,6932
32118,45340
30914,23400
2386,59192
40780,37522
15668,31450
52074,61616
44677,31515
7349,9291
63522,3272
16029,27571
59025,3687
2478,42164
37559,6925
40279,22701
61046,33308
23011,2489
58565,24411
5292,47346
23738,39936
32370,32088
4545,1943
33914,16064
17396,63898
13390,13396
4015,33669
34379,20833
42028,26738
20618,59088
19311,4677
22693,30011
2931,36361
4978,21080
46697,11231
40023,16301
14165,55787
65185,61559
20176,8150
14478,16020
25063,38013
50554,36800
24822,33948
51647,4565
42665,53535
45738,42480
21857,44343
46753,43127
38016,34118
51369,37663
56500,12890
26070,22140
37737,20703
63065,3215
44937,51455
5630,33028
15810,32872
62510,48948
58826,10000
35141,9179
11838,19268
49556,42042
7738,32128
3250,35736
3301,24699
17774,30836
19499,53313
25282,54632
54958,55732
18398,24036
1690,21472
49184,25318
29849,29647
54983,49757
41262,33844
22642,5976
47197,53107
10664,27662
11465,43839
61600,62310
48650,5200
17601,10903
47803,57617
35585,11991
33577,7583
61095,40253
58036,34906
35154,26424
15692,14482
1718,16220
39179,25377
36719,50757
39700,56762
60941,59427
55295,25621
2338,17864
41998,8724
32749,60931
31737,46383
29839,57957
23814,55660
2500,14186
63491,11737
31237,5787
44962,9288
52778,29040
13549,4867
26943,53589
21858,36104
57751,56557
737,29367
60261,57083
44897,1847
39599,54917
599,62893
38987,2913
34160,27254
25419,65121
52904,49422
42181,8027
41053,14195
29366,52060
33214,48836
3853,28963
5270,4156
56502,46428
23949,22435
34198,31036
56163,58169
27741,883
34147,7481
50110,45252
2670,46452
62656,6278
13879,18061
18243,46105
37468,11106
7426,5800
55932,642
4213,21003
61093,47931
12383,43381
43816,58766
38511,9541
39414,13724
9753,42319
19708,17666
14311,637
27579,59921
59520,6470
65067,19009
14435,38969
15534,20404
56688,49782
30198,53660
51405,15587
20871,52765
54768,51958
36066,48264
45501,42451
5150,1572
54767,60613
8591,55141
62726,61804
38049,28279
38955,7233
29539,64313
9024,28422
9649,58247
19909,22619
22919,22045
12653,3971
10126,21908
56357,61627
20970,42800
20973,45059
49049,61135
50954,19792
24914,48952
45921,47927
51922,59576
2060,21842
8862,31908
3899,5521
54058,61040
20440,42046
12492,17426
41216,41414
12483,52633
37109,12939
19562,20912
30357,42539
51577,6831
16087,10797
14969,43951
2326,31932
4675,65305
24454,5100
24559,30405
46337,59607
3933,15987
26937,40559
35425,567
63430,32300
4414,7748
59529,35327
11137,28503
20478,6916
54717,14803
5937,42247
35447,4301
15580,58850
34310,4716
56958,37252
4927,43861
8344,28158
49965,29251
15321,57871
63900,42914
47330,55432
38016,34118
41243,63601
55869,28243
30637,3779
37869,16899
46476,51922
57905,36871
17877,36971
9762,45768
53185,46487
18881,49047
8296,47310
58670,55348
39864,8734
40258,34792
37028,33098
42446,26068
41959,61053
25493,27435
13807,19653
43188,20058
57118,28964
12094,31812
30802,58936
39537,26695
63603,45833
3180,51634
325,39899
64966,39980
49549,43939
35657,33215
51156,122
32139,49057
8978,60408
23393,25399
21602,31752
27768,61150
59914,20560
35357,61235
24481,4471
27253,52235
1141,5643
64379,25553
6009,43183
49218,39656
6768,34678
41352,24302
9207,43597
33681,39783
62612,7994
19544,61630
64894,53380
65268,21658
52103,32797
43376,36470
17620,32122
10807,31373
28627,34409
11998,27876
38094,27860
14580,26266
13444,7210
15226,54720
46239,30901
26252,46034
43558,56972
43784,49262
10528,29670
12246,26748
33549,54563
31288,18590
57998,37012
7196,49698
27944,3982
56254,18628
11159,9965
4168,9902
18594,21832
19700,43674
3507,17225
59475,63209
58916,38602
52685,29155
5653,11691
48211,56041
25217,5719
23819,63265
50634,34576
51140,62826
18703,40677
16108,29746
65212,44482
25318,38988
57601,46295
25053,16627
28341,1611
57156,17642
28030,49284
27090,28600
20643,17273
25030,16428
45913,61839
34898,30264
56232,40462
1503,59125
51849,50175
19558,16844
24258,16744
44738,4456
7394,52360
749,10499
22290,45048
60571,39921
30370,47944
5379,49881
50705,32231
17735,26845
14537,46911
3968,55366
44084,25050
269,43811
4198,42444
41930,52496
54231,20269
21822,25156
4408,22430
65380,19466
1899,8065
26574,18388
46431,54901
19725,38691
25909,3275
12359,56285
3824,25590
3920,86
49715,55241
43954,17048
27571,329
18896,25302
62684,7650
12865,18455
50774,50940
7106,48744
28634,29984
65254,33868
41942,35964
33621,26091
52220,35842
8745,23711
26365,11795
32505,32815
49129,54623
10963,33129
46881,24823
42696,23854
35690,45232
51279,1317
21140,50490
42374,55788
2881,49431
35804,13538
34916,34058
44532,9114
33266,8408
46812,14306
41051,22449
9838,16756
41193,50783
